통계표,계정항목,구분코드,단위,변환,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12
"8.6.2. 경제활동인구","  실업률","계절조정","%","원자료","3.9","3.9","3.8","4.1","3.8","3.9","4.0","3.6","3.6","3.5","3.6","3.5","3.5","3.4","3.8","3.9","4.3","4.2","4.2","3.7","4.1","4.2","4.1","4.2","4.7","4.1","3.9","3.8","3.8","3.7","3.3","3.2","3.1","3.2","3.1","3.5","3.3","2.8","2.8","2.8","2.9","2.9","3.0","2.6","2.8","2.8","2.8","3.0","2.9","2.6","2.6","2.6","2.5","2.6","2.8","2.5","2.7","2.5","2.8","3.2","2.9","2.7","2.8","2.8","2.8","2.8","2.6","2.5","2.5","2.7","2.7","3.7"
