통계표,계정항목,단위,가중치,변환,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12
"4.2.1. 소비자물가지수","        두유","2020=100","0.8","원자료","98.95","98.226","100.901","97.582","100.998","100.663","100.981","97.184","95.754","100.716","97.873","100.981","96.33","101.36","101.28","98.56","99.77","101.39","98.06","101.18","99.03","100.33","101.35","101.35","101.37","99.82","102.48","105.65","105.77","105.87","107.09","107.78","102.77","108.06","109.15","108.53","106.4","107.34","108.58","109.55","108.71","108.8","109.88","109.88","108.21","116.8","118.3","119.58","120.35","120.61","122.06","121.35","121.74","121.74","121.82","121.82","120.27","121.25","121.58","121.63","121.61","120.58","121.08","121.14","122.25","122.23","126.1","125.07","125.05","124.65","126.08","126.09"
"4.2.1. 소비자물가지수","        생수","2020=100","1.3","원자료","100.085","100.094","99.722","99.567","99.767","99.495","99.567","99.586","99.513","99.513","95.864","100.175","100.08","99.61","99.68","99.68","100.76","99.39","99.77","100.19","100.91","97.91","101.03","100.99","101.03","100.94","99.51","100.2","98.43","98.31","100.2","100.23","96.93","100.43","101.25","101.79","101.6","101.77","101.72","101.65","102.76","101.2","102.15","101.59","102.21","102.7","101.83","102.17","101.95","109.34","112.09","112.19","112.49","112.25","112.38","112.3","112.23","113.51","113.85","113.45","113.55","113.86","113.78","112.44","113.69","112.68","113.11","110.8","113.3","113.21","110.88","113.79"
"4.2.1. 소비자물가지수","        기능성음료","2020=100","0.5","원자료","98.942","98.942","98.942","99.144","99.173","99.173","99.509","99.509","99.567","99.548","99.548","99.634","99.96","99.94","99.92","99.75","100.09","100.12","99.99","99.88","100.09","100.06","100.03","100.16","99.75","100.24","100.04","100.2","100.32","100.43","100.55","100.57","100.44","100.7","103.71","104.38","106.16","107.68","108.38","108.19","108.68","108.03","107.54","108.63","108.86","108.82","108.83","108.9","110.22","111.46","112.67","113.07","113.53","113.59","113.75","113.68","113.72","113.83","113.92","112.97","113.81","114.05","114.18","114.29","114.2","113.76","113.62","112.27","113.84","114.48","113.27","114.5"
"4.2.1. 소비자물가지수","        탄산음료","2020=100","1.6","원자료","97.23","96.534","92.919","95.64","97.863","97.275","94.799","94.022","93.932","96.48","93.66","94.835","95.21","96.1","97.18","99.69","100.32","99.59","101.55","102.6","100.66","102.43","101.65","103.01","103.27","103.79","104.72","105.91","105.22","104.55","104.63","102.58","105.66","106.31","106.84","109.1","109.7","110.16","107.06","111.57","111.62","114.52","113.21","111.98","111.94","112.43","113.89","115.64","116.42","113.88","116.08","114.09","113.02","116.08","113.71","116.34","115.25","116.41","115.67","114.06","113.75","113.2","112.13","109.66","111.61","111.29","115.27","114","108.81","114.39","118.37","115.44"
"4.2.1. 소비자물가지수","        기타음료","2020=100","0.6","원자료","99.098","99.225","100.285","99.18","99.669","101.264","100.068","101.246","100.576","99.814","99.479","101.572","100.2","100.27","96.41","97.86","95.67","100.17","101.35","101.41","101.44","101.5","101.84","101.9","102.17","104.87","106.24","104.26","100.13","102.76","100.67","104.12","103.8","103.43","106.24","107.08","109.89","110.23","106.08","110.63","107.68","110.82","110.5","109.77","111.7","109.32","113.17","113.95","115.05","117.56","115.53","118.86","111.77","118.37","118.52","113.99","113.41","117.61","118.92","117.64","119.29","115.16","113.93","116.86","112.8","120.29","118.38","120.1","122.51","122.31","122.69","123.56"
"4.2.1. 소비자물가지수","  주류 및 담배","2020=100","15.8","원자료","99.157","99.186","98.858","99.244","99.689","99.873","99.892","99.94","100.153","100.221","99.96","100.008","100.17","100.19","99.85","99.83","99.95","99.95","99.98","99.98","100.08","100.14","99.98","99.88","100.16","100.21","99.87","100.38","100.43","100.52","100.57","100.66","100.74","100.66","100.56","100.4","100.82","101.51","102.29","102.72","102.96","102.87","103.05","103.19","102.92","103.06","102.99","103.04","102.85","103.33","103.4","103.41","103.23","103.5","103.55","103.58","103.28","103.66","104.81","105.01","104.4","104.33","104.43","104.7","104.46","104.54","104.71","104.59","104.48","104.68","104.81","104.58"
"4.2.1. 소비자물가지수","    주류","2020=100","6.5","원자료","97.632","97.722","96.784","97.884","99.147","99.644","99.698","99.833","100.456","100.609","99.878","100.023","100.44","100.5","99.6","99.56","99.88","99.88","99.96","99.95","100.22","100.36","99.95","99.69","100.42","100.54","99.66","101","101.12","101.37","101.48","101.72","101.94","101.72","101.47","101.04","102.31","104.05","106.02","107.11","107.71","107.49","107.96","108.32","107.62","107.98","107.8","107.92","107.42","108.64","108.84","108.86","108.4","109.08","109.22","109.29","108.51","109.48","112.39","112.91","111.34","111.21","111.43","112.14","111.52","111.71","112.15","111.85","111.55","112.09","112.39","111.82"
"4.2.1. 소비자물가지수","      주류","2020=100","6.5","원자료","97.632","97.722","96.784","97.884","99.147","99.644","99.698","99.833","100.456","100.609","99.878","100.023","100.44","100.5","99.6","99.56","99.88","99.88","99.96","99.95","100.22","100.36","99.95","99.69","100.42","100.54","99.66","101","101.12","101.37","101.48","101.72","101.94","101.72","101.47","101.04","102.31","104.05","106.02","107.11","107.71","107.49","107.96","108.32","107.62","107.98","107.8","107.92","107.42","108.64","108.84","108.86","108.4","109.08","109.22","109.29","108.51","109.48","112.39","112.91","111.34","111.21","111.43","112.14","111.52","111.71","112.15","111.85","111.55","112.09","112.39","111.82"
"4.2.1. 소비자물가지수","        소주","2020=100","1.7","원자료","94.104","94.013","93.988","94.245","98.894","99.177","99.052","99.235","99.26","99.417","99.451","99.467","99.64","100.1","100.03","99.94","99.94","100.03","99.97","99.99","100.04","100.07","100.08","100.17","100.24","100.32","100.27","100.34","100.37","100.37","100.37","100.85","100.92","100.93","101","101","101.12","101.29","108.86","109.72","109.78","109.71","109.68","109.74","109.58","109.58","109.58","109.96","110.07","110.02","110.07","110.11","110.12","110.09","110.09","110.09","110.08","110.09","114.72","116.79","109.41","108.78","108.56","108.64","108.28","108.38","108.38","108.39","108.35","108.39","108.4","108.29"
"4.2.1. 소비자물가지수","        과실주","2020=100","0.8","원자료","103.099","106.637","92.252","91.436","93.965","96.85","96.86","103.762","107.564","107.514","98.328","102.314","106.95","106.42","95.68","94.59","98.58","98.12","98.87","98.49","105.17","104.4","98.05","94.71","102.2","105.49","92.73","98.15","95.86","97.73","97.7","97.99","104.98","99.98","95.5","90.86","99","109.17","98.51","94.23","95.78","92.58","96.32","98.11","96.64","96.52","95.4","94.31","96.65","98.61","100.19","99.54","99.29","100.72","100.78","100.72","99.3","100.19","96.69","99.1","102.49","100.99","101.86","103.43","105.12","105.07","104.35","104.37","102.86","104.54","104.3","101.4"
"4.2.1. 소비자물가지수","        맥주","2020=100","3","원자료","98.684","98.537","98.179","100.143","99.794","100.29","100.317","99.693","100.51","100.767","100.189","99.987","100.17","99.98","99.93","100.03","100","99.99","99.99","99.98","99.92","99.96","100.01","100.02","100.09","100.12","100.05","100.25","100.34","100.37","100.32","100.27","100.3","99.94","100.01","100","100.23","101.06","103.45","106.58","107.16","107.22","106.95","107.15","106.96","106.99","107.03","107.01","107.05","106.92","107.17","107.34","107.05","107.19","107.46","107.56","107.83","108.02","112.21","112.38","112.51","112.68","112.43","112.46","111.67","112.13","112.31","112.25","112.46","112.63","112.69","112.76"
"4.2.1. 소비자물가지수","        막걸리","2020=100","0.5","원자료","99.012","99.068","99.124","99.813","99.766","99.72","99.804","99.645","99.469","99.124","99.245","99.385","99.26","99.37","99.48","99.74","99.58","99.67","100.13","100.37","100.55","100.25","100.65","100.96","100.92","101","101.04","110.99","114.7","116.22","117.53","117.73","117.92","117.86","118.45","118.65","119.25","119.58","120.04","119.79","120.57","121.38","121.91","121.69","121.63","121.7","121.46","121.74","121.75","121.69","122.05","121.93","121.96","122.04","121.98","122.03","122.07","122.16","121.99","122.18","122.37","122.37","122.41","122.64","122.7","122.7","122.77","122.9","122.9","122.9","123.01","122.93"
"4.2.1. 소비자물가지수","        양주","2020=100","0.4","원자료","100.753","100.803","101.298","101.328","101.338","101.338","101.347","101.347","100.892","100.852","101.615","101.912","98.95","100.55","100.54","100.56","101.46","101.56","101.64","101.56","93.49","99.81","100.77","99.14","101.72","95.97","101.42","101.52","99.8","98.72","99.87","102.66","90.31","101.66","101.96","99.7","100.06","98.61","102.56","102.39","103.05","105.36","106.26","106.53","100.71","106.39","105.84","108.34","94.79","110.96","108.37","108.72","104.06","110.88","110.9","111.48","100.16","111.79","115.92","108.96","105.82","108.72","113.09","120.25","113.99","113.28","120.45","116.01","113.16","116.62","121.27","118.36"
"4.2.1. 소비자물가지수","        약주","2020=100","0.1","원자료","91.705","91.705","91.705","91.75","91.696","91.76","95.761","97.716","98.666","99.36","99.479","99.506","99.98","99.99","99.91","99.94","99.91","99.96","99.96","99.94","100.05","100.12","100.12","100.12","100.15","100.23","100.3","100.45","100.45","100.57","100.59","100.61","100.73","100.74","100.57","100.52","100.53","100.68","105.01","105.88","106.04","106.09","106.26","106.69","106.6","106.77","106.8","106.91","106.99","106.98","106.92","107.01","106.97","106.97","106.89","107.03","107.1","107.1","107.09","107.28","107.14","105.3","105.41","104.98","105.01","104.95","104.84","104.9","104.65","104.74","104.79","104.82"
"4.2.1. 소비자물가지수","    담배","2020=100","9.3","원자료","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"4.2.1. 소비자물가지수","      담배","2020=100","9.3","원자료","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"4.2.1. 소비자물가지수","        담배","2020=100","9.3","원자료","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"4.2.1. 소비자물가지수","  의류 및 신발","2020=100","49.6","원자료","98.901","99.521","99.226","98.959","99.054","99.102","99.111","99.111","99.149","99.321","99.893","99.893","99.62","99.78","99.79","99.38","99.94","99.94","100.26","100.25","100.27","100.17","100.27","100.33","100.19","100.24","100.25","100.2","100.36","100.36","100.38","100.38","100.39","100.49","101.71","101.74","102.08","102.21","102.25","102.22","103.42","103.47","103.59","103.69","103.71","103.84","106.93","107.15","107.41","107.48","107.85","107.84","111.55","111.45","111.59","111.68","111.68","112.31","113.5","113.57","113.61","113.63","113.65","113.59","114.3","114.31","114.38","114.44","114.44","114.79","115.48","115.49"
"4.2.1. 소비자물가지수","    의류","2020=100","42.1","원자료","99.689","99.698","99.353","99.037","99.161","99.104","99.114","99.114","99.114","99.315","99.976","99.976","99.88","99.89","99.9","99.89","100.05","100.04","100.06","100.05","100.07","99.95","100.08","100.15","100.13","100.03","100.04","100.17","100.17","100.17","100.19","100.2","100.2","100.53","101.67","101.68","101.96","102.01","102.05","102.1","103.41","103.45","103.53","103.64","103.65","103.88","107.06","107.1","107.41","107.45","107.5","107.49","111.86","111.74","111.89","112.01","112.01","112.76","114","114.02","114.07","114.09","114.11","114.13","114.97","114.97","114.98","114.98","114.98","115.4","116.21","116.22"
"4.2.1. 소비자물가지수","      남자의류","2020=100","7.9","원자료","102.243","102.214","101.24","100.307","100.535","100.337","100.287","100.287","100.287","100.238","100.178","100.178","99.76","99.75","99.8","99.8","100.08","100.08","100.1","100.11","100.12","100.13","100.12","100.13","100.12","100.12","100.12","100.12","100.57","100.57","100.57","100.59","100.58","100.61","101.56","101.58","101.78","101.8","101.83","101.9","103.32","103.34","103.37","103.41","103.43","103.48","105.11","105.13","105.17","105.22","105.24","105.29","111","111.02","111.01","111.01","111.02","111.04","113.29","113.29","113.3","113.28","113.27","113.27","115.94","115.96","115.96","115.95","115.94","115.98","117.16","117.16"
"4.2.1. 소비자물가지수","        남자외의","2020=100","4.4","원자료","99.48","99.48","99.48","99.48","99.875","99.875","99.875","99.875","99.875","99.875","99.577","99.577","99.71","99.71","99.71","99.71","100.14","100.14","100.14","100.14","100.14","100.14","100.14","100.14","100.14","100.14","100.14","100.14","100.92","100.92","100.92","100.92","100.92","100.92","102.22","102.22","102.24","102.24","102.24","102.24","102.82","102.82","102.82","102.82","102.82","102.82","103.74","103.74","103.74","103.74","103.74","103.74","109.61","109.61","109.61","109.61","109.61","109.61","112.52","112.52","112.52","112.52","112.52","112.52","117.24","117.24","117.24","117.24","117.24","117.24","119.29","119.29"
"4.2.1. 소비자물가지수","        남자상의","2020=100","1.5","원자료","99.951","99.951","99.951","99.951","99.883","99.883","99.883","99.883","99.883","99.883","99.883","99.883","99.87","99.87","99.87","99.87","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.07","100.21","100.21","100.21","100.21","100.21","100.21","100.21","100.21","100.21","100.21","103.85","103.85","103.85","103.85","103.85","103.85","108.27","108.27","108.27","108.27","108.27","108.27","110.74","110.74","110.74","110.74","110.74","110.74","110.74","110.74","110.74","110.74","110.74","110.74","110.74","110.74"
"4.2.1. 소비자물가지수","        남자하의","2020=100","1.3","원자료","99.724","99.724","99.724","99.724","99.831","99.831","99.831","99.831","99.831","99.831","100.034","100.034","100.01","100.01","100.01","100.01","100.01","100.01","100.01","100.01","100.01","100.01","99.95","99.95","99.95","99.95","99.95","99.95","99.95","99.95","99.95","99.95","99.95","99.95","101.24","101.24","101.75","101.75","101.75","101.75","108.37","108.37","108.37","108.37","108.37","108.37","110.75","110.75","110.75","110.75","110.75","110.75","120.63","120.63","120.63","120.63","120.63","120.63","121.44","121.44","121.44","121.44","121.44","121.44","121.44","121.44","121.44","121.44","121.44","121.44","121.44","121.44"
"4.2.1. 소비자물가지수","        남자내의","2020=100","0.7","원자료","99.59","99.935","100.142","99.827","99.689","99.6","98.959","98.998","98.959","98.338","99.422","99.442","99.49","99.33","99.88","99.83","99.89","99.91","100.02","100.21","100.32","100.35","100.34","100.43","100.34","100.38","100.33","100.33","100.41","100.46","100.46","100.62","100.56","100.8","100.89","101.14","101.64","101.9","102.3","103.08","103.58","103.86","104.19","104.56","104.69","105.36","105.74","105.89","106.39","106.95","107.23","107.76","107.68","107.84","107.7","107.72","107.86","108.07","108.33","108.23","108.41","108.15","108.04","108.06","108.42","108.65","108.61","108.51","108.45","108.92","109.28","109.24"
"4.2.1. 소비자물가지수","      여자의류","2020=100","13.7","원자료","98.964","98.935","98.453","98.027","98.462","98.377","98.377","98.387","98.377","98.964","100.193","100.203","100.02","100.02","100.02","100.03","100.05","100.02","100.02","100.02","100.02","99.57","100.09","100.11","100.11","100.11","100.09","100.1","99.83","99.81","99.84","99.84","99.83","100.44","100.64","100.62","100.88","100.9","100.91","100.92","102.19","102.21","102.23","102.26","102.29","102.63","104.98","104.95","105","105.02","105.04","105.04","108.31","108.35","108.35","108.36","108.37","110.56","111.45","111.47","111.49","111.5","111.52","111.52","112.05","112.05","112.01","112.01","112.01","113.16","114.63","114.66"
"4.2.1. 소비자물가지수","        여자외의","2020=100","6.2","원자료","97.207","97.207","97.207","97.207","97.207","97.207","97.207","97.207","97.207","98.517","99.991","99.991","100.18","100.18","100.18","100.18","100.18","100.18","100.18","100.18","100.18","99.13","99.64","99.64","99.64","99.64","99.64","99.64","99.64","99.64","99.64","99.64","99.64","101.04","101.04","101.04","101.16","101.16","101.16","101.16","101.16","101.16","101.16","101.16","101.16","101.16","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","107.71","108.35","108.35","108.35","108.35","108.35","108.35","108.35","108.35","108.35","108.35","108.35","110.61","111.25","111.25"
"4.2.1. 소비자물가지수","        원피스","2020=100","1.8","원자료","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","97.91","97.91","97.91","97.91","97.91","97.91","99.39","99.39","98.7","98.7","98.7","98.7","104.12","104.12","104.12","104.12","104.12","104.12","107.08","107.08","107.08","107.08","107.08","107.08","118.78","118.78","118.78","118.78","118.78","118.78","122.07","122.07","122.07","122.07","122.07","122.07","125.1","125.1","125.1","125.1","125.1","125.1","126.92","126.92"
"4.2.1. 소비자물가지수","        여자상의","2020=100","1.5","원자료","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100.1","100.1","100.1","100.1","102.88","102.88","102.88","102.88","102.88","105.92","105.92","105.92","105.92","105.92","105.92","105.92","111.45","111.45","111.45","111.45","111.45","112.29","112.29","112.29","112.29","112.29","112.29","112.29","113.55","113.55","113.55","113.55","113.55","114.38","114.38","114.38"
"4.2.1. 소비자물가지수","        여자하의","2020=100","2.4","원자료","94.542","94.542","94.542","94.542","96.754","96.754","96.754","96.754","96.754","96.754","99.73","99.73","99.72","99.72","99.72","99.72","99.72","99.72","99.72","99.72","99.72","99.72","101.37","101.37","101.37","101.37","101.37","101.37","101.37","101.37","101.37","101.37","101.37","101.37","101.37","101.37","101.61","101.61","101.61","101.61","101.61","101.61","101.61","101.61","101.61","101.61","107.62","107.62","107.62","107.62","107.62","107.62","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","114.06","119.02","119.02"
"4.2.1. 소비자물가지수","        여자내의","2020=100","1.8","원자료","99.546","99.442","99.442","99.442","99.48","99.537","99.537","99.593","99.556","99.65","99.887","99.924","99.91","99.95","99.97","100.03","100.16","99.97","99.97","99.97","99.94","99.97","100","100.15","100.15","100.15","100.05","100.07","100.08","99.88","100.09","100.09","100.04","100.04","100.15","99.97","101.52","101.75","101.82","101.83","103.85","104.03","104.18","104.41","104.6","104.67","104.75","104.54","104.92","105.08","105.19","105.26","105.26","105.53","105.56","105.67","105.73","105.81","107.12","107.29","107.43","107.53","107.72","107.67","107.71","107.71","107.4","107.38","107.34","107.52","108.15","108.34"
"4.2.1. 소비자물가지수","      캐쥬얼의류","2020=100","12.9","원자료","97.982","97.982","97.982","97.982","98.314","98.314","98.38","98.38","98.38","98.38","99.555","99.555","99.46","99.46","99.46","99.39","100.2","100.2","100.2","100.15","100.2","100.3","100.5","100.5","100.46","100.5","100.5","100.46","100.52","100.52","100.52","100.52","100.52","100.89","103.12","103.12","103.48","103.48","103.48","103.37","104.76","104.76","104.76","104.76","104.76","105.03","108.83","108.83","109.66","109.66","109.66","109.55","114.62","114.62","114.62","114.62","114.62","114.62","115.69","115.69","115.69","115.69","115.69","115.69","115.69","115.69","115.72","115.72","115.72","115.72","116.31","116.31"
"4.2.1. 소비자물가지수","        점퍼","2020=100","3.3","원자료","98.599","98.599","98.599","98.599","98.599","98.599","98.599","98.599","98.599","98.599","99.652","99.652","99.84","99.84","99.84","99.84","99.84","99.84","99.84","99.84","99.84","100.18","100.65","100.65","100.65","100.65","100.65","100.65","100.65","100.65","100.65","100.65","100.65","101.88","103.15","103.15","103.18","103.18","103.18","103.18","103.18","103.18","103.18","103.18","103.18","104.24","109.31","109.31","109.31","109.31","109.31","109.31","109.31","109.31","109.31","109.31","109.31","109.31","111.28","111.28","111.28","111.28","111.28","111.28","111.28","111.28","111.28","111.28","111.28","111.28","113.42","113.42"
"4.2.1. 소비자물가지수","        티셔츠","2020=100","4.6","원자료","96.438","96.438","96.438","96.438","96.438","96.438","96.438","96.438","96.438","96.438","98.382","98.382","98.38","98.38","98.38","98.38","100.77","100.77","100.77","100.77","100.77","100.77","100.95","100.95","100.95","100.95","100.95","100.95","100.95","100.95","100.95","100.95","100.95","100.95","105.14","105.14","105.27","105.27","105.27","105.27","107.64","107.64","107.64","107.64","107.64","107.64","112.14","112.14","112.14","112.14","112.14","112.14","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77","123.77"
"4.2.1. 소비자물가지수","        스웨터","2020=100","0.6","원자료","95.208","95.208","95.208","95.208","95.208","95.208","95.208","95.208","95.208","95.208","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","109.66","109.66","109.93","109.93","109.93","109.93","109.93","109.93","109.93","109.93","109.93","109.93","113.56","113.56","113.56","113.56","113.56","113.56","113.56","113.56","113.56","113.56","113.56","113.56","118.71","118.71","118.71","118.71","118.71","118.71","118.71","118.71","118.71","118.71","118.71","118.71","119.65","119.65"
"4.2.1. 소비자물가지수","        청바지","2020=100","1.6","원자료","95.73","95.73","95.73","95.73","99.473","99.473","99.473","99.473","99.473","99.473","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100.27","100.27","100.27","100.27","103.91","103.91","103.91","103.91","103.91","103.91","109.46","109.46","109.46","109.46","109.46","109.46","115.71","115.71","115.71","115.71","115.71","115.71","118.34","118.34","118.34","118.34","118.34","118.34","118.34","118.34","118.34","118.34","118.34","118.34","118.34","118.34"
"4.2.1. 소비자물가지수","        운동복","2020=100","2.3","원자료","99.856","99.856","99.856","99.856","99.856","99.856","100.35","100.35","100.35","100.35","100.35","100.35","100.06","100.06","100.06","99.62","100.06","100.06","100.06","99.77","100.04","100.06","100.06","100.06","99.77","100.06","100.06","99.77","100.06","100.06","100.06","100.06","100.06","100.06","100.06","100.06","100.05","100.05","100.05","99.52","100.05","100.05","100.05","100.05","100.05","100.05","100.43","100.43","104.86","104.86","104.86","104.25","104.86","104.86","104.86","104.86","104.86","104.86","104.92","104.92","104.92","104.92","104.92","104.92","104.92","104.92","105.04","105.04","105.04","105.04","105.04","105.04"
"4.2.1. 소비자물가지수","        등산복","2020=100","0.5","원자료","101.416","101.416","101.416","101.416","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46","103.46"
"4.2.1. 소비자물가지수","      아동복 · 유아복","2020=100","4.6","원자료","103.319","103.319","103.319","103.319","101.541","101.541","101.541","101.541","101.541","101.541","100.515","100.515","100.77","100.77","100.77","100.77","99.86","99.86","99.86","99.86","99.86","99.86","98.88","98.88","98.88","98.88","98.88","98.88","98.61","98.61","98.61","98.61","98.61","98.61","100.34","100.34","100.4","100.4","100.4","100.4","101.95","101.95","101.95","101.95","101.95","101.95","109.74","109.74","109.74","109.74","109.74","109.74","115.8","115.8","115.8","115.8","115.8","115.8","116.87","116.87","116.87","116.87","116.87","116.87","118.19","118.19","118.19","118.19","118.19","118.19","117.31","117.31"
"4.2.1. 소비자물가지수","        유아동복","2020=100","4.6","원자료","103.319","103.319","103.319","103.319","101.541","101.541","101.541","101.541","101.541","101.541","100.515","100.515","100.77","100.77","100.77","100.77","99.86","99.86","99.86","99.86","99.86","99.86","98.88","98.88","98.88","98.88","98.88","98.88","98.61","98.61","98.61","98.61","98.61","98.61","100.34","100.34","100.4","100.4","100.4","100.4","101.95","101.95","101.95","101.95","101.95","101.95","109.74","109.74","109.74","109.74","109.74","109.74","115.8","115.8","115.8","115.8","115.8","115.8","116.87","116.87","116.87","116.87","116.87","116.87","118.19","118.19","118.19","118.19","118.19","118.19","117.31","117.31"
"4.2.1. 소비자물가지수","      기타의류 및 의류 장신구","2020=100","1.7","원자료","100.086","100.223","100.155","100.096","100.096","100.115","100.037","100.086","100.155","100.488","100.468","100.459","100.81","100.82","100.83","100.84","99.31","99.36","99.37","99.38","99.37","99.35","99.42","101.15","101.12","97.45","97.44","101.06","100.99","101.01","101","101.15","101.26","101.34","101.93","102.04","102.12","102.52","102.61","102.74","102.94","102.75","102.72","104.61","104.44","104.38","106.44","106.53","106.76","106.8","107.17","106.28","106.4","102.76","106.5","108.98","108.52","108.83","110.61","110.64","111.15","111.08","111.25","111.34","111.37","111.35","111.44","111.45","111.3","111.51","111.45","111.51"
"4.2.1. 소비자물가지수","        양말","2020=100","0.9","원자료","99.494","99.725","99.594","99.494","99.494","99.494","99.353","99.433","99.524","99.524","99.484","99.474","99.69","99.71","99.69","99.65","100.08","100.17","100.17","100.19","100.13","100.12","100.23","100.17","100.13","99.92","99.9","100.03","99.9","99.94","99.91","100.17","100.32","100.45","100.47","100.64","100.95","101.68","101.87","101.85","102.14","102.43","102.42","102.43","102.04","101.89","102.5","102.68","102.96","102.97","103.51","101.84","102.06","102.15","102.19","102.86","102.03","102.56","102.71","102.77","103.71","103.55","103.85","103.93","103.99","103.95","104.14","104.14","103.87","104.23","104.13","104.22"
"4.2.1. 소비자물가지수","        모자","2020=100","0.6","원자료","101.386","101.386","101.386","101.386","101.386","101.386","101.386","101.386","101.386","103.095","103.095","103.095","103.1","103.1","103.1","103.1","97.79","97.79","97.79","97.79","97.79","97.79","97.79","103.1","103.1","92.48","92.48","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.11","103.11","103.11","103.11","103.11","101.94","101.94","107.26","107.26","107.26","107.26","107.26","107.26","107.26","107.26","107.26","107.26","96.63","107.26","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28","113.28"
"4.2.1. 소비자물가지수","        장갑","2020=100","0.2","원자료","100.15","100.14","100.198","100.237","100.256","100.487","100.478","100.487","100.555","99.582","99.62","99.505","99.47","99.41","99.81","100.19","99.92","99.92","100.02","100.06","100.46","100.26","100.33","100.16","100.14","100.1","100.14","100.16","100.21","100.25","100.27","100.28","100.53","100.56","109.27","109.32","109.69","109.79","109.67","110.94","111.41","111.96","111.75","111.95","112.28","112.54","128.76","128.77","129.41","129.74","130.42","130.54","130.59","130.88","130.91","130.99","130.8","131.03","147.03","147.01","146.98","147.13","147.23","147.62","147.62","147.64","147.62","147.7","147.55","147.8","147.77","147.88"
"4.2.1. 소비자물가지수","      의류 세탁, 수선 및 임차","2020=100","1.3","원자료","97.097","97.656","97.875","98.049","98.04","98.013","98.04","98.04","98.123","98.434","98.535","98.535","99.31","99.61","99.57","99.7","99.91","99.95","100.18","100.18","100.35","100.39","100.43","100.43","100.5","100.89","101.34","101.7","101.93","102.29","102.4","102.45","102.57","102.78","103.05","103.35","104.06","104.23","105.23","107.43","108.28","109.55","112.09","112.86","113.12","113.73","114.05","115.26","116.03","117.04","117.93","119.63","120.12","120.24","120.57","120.66","121.18","121.45","121.98","122.4","123.24","123.92","124.34","124.75","125.22","125.38","125.66","125.77","125.91","126.7","127.38","127.51"
