통계표,계정항목,단위,가중치,변환,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12
"4.2.1. 소비자물가지수","총지수","2020=100","1000","원자료","98.884","99.311","99.121","99.481","99.652","99.491","99.187","99.425","99.794","100.041","99.481","99.719","100.09","100.16","99.94","99.5","99.44","99.71","99.63","100.19","100.74","100.18","100.09","100.33","101.04","101.58","101.84","101.98","102.05","102.05","102.26","102.75","103.17","103.35","103.87","104.04","104.85","105.42","106.1","106.83","107.5","108.21","108.73","108.63","108.82","109.16","109.07","109.26","110.07","110.33","110.52","110.77","111.13","111.16","111.29","112.28","112.85","113.27","112.68","112.73","113.17","113.78","113.95","114.01","114.1","113.84","114.13","114.54","114.65","114.69","114.4","114.91"
"4.2.1. 소비자물가지수","  식료품 및 비주류음료","2020=100","142","원자료","95.789","96.441","95.508","96.318","95.816","94.768","93.923","94.821","97.304","97.497","94.988","95.974","97.16","96.66","98.06","97.65","98.45","98.68","99.15","101.8","104.79","104.85","101.24","101.51","103.39","105.69","105.84","105.35","105.16","104.56","104.75","106.2","107.87","106.72","107.25","107.85","109.34","109.63","109.55","110.29","111.35","111.32","112.99","114.56","116.06","114.72","112.46","113.53","115.37","115.91","116.46","115.9","115.99","116.3","117.3","120.53","122.46","122.85","119.8","120.56","122.2","123.96","124.22","122.75","121.9","120.68","121.54","122.99","124.72","124.53","121.32","123.61"
"4.2.1. 소비자물가지수","    식료품","2020=100","132.3","원자료","95.512","96.229","95.276","96.185","95.59","94.462","93.553","94.497","97.191","97.322","94.76","95.809","96.98","96.5","97.97","97.49","98.34","98.59","99.09","101.91","105.12","105.16","101.25","101.6","103.55","106.05","106.16","105.67","105.46","104.82","104.98","106.54","108.31","107.02","107.5","108.09","109.63","109.8","109.72","110.38","111.55","111.47","113.32","115.04","116.57","115.1","112.66","113.71","115.46","115.82","116.3","115.68","115.84","116.06","117.13","120.68","122.71","123.09","119.81","120.65","122.38","124.3","124.72","123.06","122.1","120.91","121.57","123.16","125.05","124.74","121.24","123.52"
"4.2.1. 소비자물가지수","      빵 및 곡물","2020=100","22.3","원자료","98.675","98.851","99.519","99.633","99.853","99.73","99.633","99.466","99.37","99.712","99.624","99.308","98.78","99.16","99.5","99.46","99.33","99.37","99.17","99.42","99.89","100.98","102.18","102.76","103.51","103.53","105.77","105.98","106.32","106.48","106.67","106.76","107.57","107.63","107.43","107.41","107.38","107.86","109.92","109.77","109.81","109.66","110.54","111.04","110.99","112.89","114.12","114.27","114.1","116.27","116.19","116.69","116.72","116.79","116.67","117.83","118.67","120.14","119.6","119.52","119.36","118.98","118.86","117.96","118.59","118.72","118.53","118.27","117.88","119.01","119.44","121.15"
"4.2.1. 소비자물가지수","        쌀","2020=100","4.2","원자료","100.411","100.258","100.216","99.435","99.698","99.197","98.9","98.348","98.518","98.636","98.832","98.059","97.65","97.52","97.28","97.09","96.91","97.19","97.14","97.73","100.14","103.86","108.33","109.17","109.54","109.84","110.19","110.08","110.65","110.73","111.17","111.2","109.91","107.1","106.8","105.63","103.98","102.93","101.94","99.94","98.25","96.75","95.2","92.73","90.22","91.04","96.21","95.79","94.27","94.6","93.99","93.43","94.04","94.34","95.56","100.05","103.44","108.58","106.41","105.79","104.96","103.26","101.24","97.65","100.38","100.55","100.35","98.78","98.35","99.18","99.88","99.38"
"4.2.1. 소비자물가지수","        현미","2020=100","0.4","원자료","103.774","104.214","104.205","104.059","103.748","104.059","104.637","104.326","104.396","104.43","103.592","102.486","100.48","99.43","99.94","100.23","99.81","99.41","98.98","98.85","97.92","99.4","100.85","104.69","105.8","105.81","105.44","106.29","108.18","108.45","108.45","108.81","108.83","108.91","108.53","108.41","107.3","106.56","105.35","105.26","104.02","102.96","102.32","101.37","101.76","101.05","100.45","98.87","98.32","97.68","96.17","96.16","96.02","96.07","96.46","96.93","97.68","98.85","99.94","100.36","101.98","102.45","102.77","102.67","103.55","103.42","103.55","104.15","104.13","104","105.28","108.51"
"4.2.1. 소비자물가지수","        찹쌀","2020=100","0.5","원자료","106.108","105.709","105.397","106.039","105.753","105.753","103.645","102.812","104.304","104.443","103.888","101.971","100.93","100.3","100.58","99.86","99.09","99.08","97.71","97.58","98.53","99.99","102.18","104.16","105.73","106.39","106.58","107.25","107.68","107.82","106.43","106","108","108.13","107.48","106.47","104.86","103.77","101.65","100.85","99.78","98.72","97.47","95.65","96.96","96.83","95.79","94.73","92.62","93.53","93.34","93.32","93","93.1","91.58","92.11","94.5","95.77","97.66","98.81","99.6","99.46","100.75","100.62","101.77","100.91","99.96","99.67","101.39","101.34","104.69","111.3"
"4.2.1. 소비자물가지수","        보리쌀","2020=100","0.2","원자료","111.487","111.487","111.476","111.497","111.142","111.226","110.233","108.091","107.317","106.575","106.366","104.778","103.49","103.4","102.82","102.01","98.86","99.44","98.6","98.13","98.52","98.32","98.24","98.16","98.32","98.4","98.1","98.01","98.21","98.62","100.48","100.96","101.27","101.54","101.72","101.43","101.82","101.54","102.49","103.15","103.03","103.56","106.59","108.84","109.5","110.08","111.03","110.74","111.66","112.04","113.04","113.58","113.7","113.92","114.95","116.55","116.97","118.03","118.23","118.36","118.8","118.72","120","121.66","122.24","123.49","130.62","137.6","142.69","143.84","149.16","158.42"
"4.2.1. 소비자물가지수","        콩","2020=100","0.5","원자료","116.329","116.605","116.651","116.98","117.019","116.053","115.05","114.345","113.104","112.154","110.745","106.922","102.98","99.99","99.87","99.31","98.09","97.15","97.15","97.39","97.81","98.51","101.85","109.9","114.73","116.99","116.96","117.38","117.23","117.58","117.63","116.61","117.43","117.48","116.86","113.13","111.21","107.37","106.74","105.09","104.37","103.59","102.98","102.95","102.45","102.67","101.95","100.18","99.32","97.8","98.08","98.42","98.19","98.26","97.84","98.17","99.71","101.29","101.92","102.5","101.76","103.88","103.37","103.21","103.93","104.08","104.55","105.69","105.67","105.71","105.82","106.63"
"4.2.1. 소비자물가지수","        땅콩","2020=100","0.1","원자료","91.847","92.957","94.004","93.72","94.173","94.271","94.928","94.484","94.919","94.04","95.132","96.26","97.46","97.25","97.83","98.21","98.38","99.83","100.18","100.63","100.94","101.71","103.55","104.04","104.32","104.55","104.96","104.42","104.84","105.38","105.62","105.8","106.32","105.73","104.92","104.88","104.21","105.4","105.95","106.17","107.06","106.68","107.09","106.29","106.4","106.02","106.45","106.83","107.18","107.35","107.98","108.1","108.99","108.7","109.45","109.55","109.82","110.79","113.04","114.58","113.96","114.36","115.76","116.61","117.05","118.14","117.94","118.23","118.22","118.68","119.54","120.44"
"4.2.1. 소비자물가지수","        혼식곡","2020=100","0.4","원자료","99.417","99.769","99.906","99.935","100.306","100.951","101.371","101.742","101.938","101.948","101.713","101.303","101.13","100.76","100.18","100.3","100.06","100.05","99.13","99.42","98","99.05","99.35","102.57","104.32","105.19","105.29","105.5","105.77","105.94","106.27","106.47","106.01","106.62","105.71","105.83","105.64","104.71","103.58","104.71","104.32","104.35","103.83","103.74","104.18","104.05","105.46","104.29","103.46","104.85","106.85","106.69","106.33","106.15","107.35","107.94","106.71","108.03","108.29","108.49","108.58","108.74","109.18","109.41","109.23","109.85","109.25","109.92","109.92","110.99","111.28","111.97"
"4.2.1. 소비자물가지수","        밀가루","2020=100","0.1","원자료","98.791","100.29","101.366","101.447","101.587","101.849","101.266","101.326","100.159","101.829","101.255","101.718","98.19","100.84","99.62","99.53","100.25","99.81","99.72","101.16","100.05","100.59","100.56","99.66","99.17","99.21","101.27","100.37","100.48","100.23","101.33","101.03","95.09","100.05","101.28","108.47","111.13","112.65","115.93","116.72","126.7","137.07","138.18","136.26","138.36","136.97","137.79","138.17","135.2","137.88","138.73","139.02","139.29","139.11","139.06","138.59","137.78","136.67","137.7","137.59","132.9","136.54","137.36","135.93","136.65","136.61","135.55","136","132.49","135.41","137.87","137.43"
"4.2.1. 소비자물가지수","        국수","2020=100","0.7","원자료","100.266","101.091","100.788","93.846","96.101","96.038","96.999","93.241","97.291","98.732","96.842","97.677","97.65","100.27","98.99","97.72","97.52","101.22","100.9","99.6","101.18","101.94","101.91","101.08","103.06","103.54","102.83","106.67","105.24","106.34","108.3","110.46","120.01","121.35","122.39","123.17","131.76","132.61","136.09","137.77","140.07","139.83","143.9","149.5","155.48","157.35","156.75","158.75","158.69","158.66","158.33","156.57","148.92","147.81","152.34","151.95","150.54","154.3","157.63","154.08","156.96","156.69","156.47","153.96","149.03","147.31","150.93","150.8","150.4","153.69","157.47","159.49"
"4.2.1. 소비자물가지수","        라면","2020=100","2.4","원자료","100.033","99.489","100.138","99.136","100.635","101.179","100.911","101.37","99.709","100.539","99.613","99.699","99.59","98.73","100.69","101.1","100.58","100.61","99.78","99.91","100.12","99.78","99.59","99.52","99.93","99.79","99.95","99.3","99.97","100.5","100.68","100.74","109.07","110.03","108.8","108.87","110.26","110.62","109.28","109.05","109.12","108.87","110.07","109.96","113.18","123.94","122","122.62","123.39","124.69","122.73","123.84","123.79","123.67","120.87","120.33","121.35","120.69","119.76","118.92","118.06","118.76","118","117.57","117.36","117.45","116.39","116.03","117.97","118.26","119.02","119.17"
"4.2.1. 소비자물가지수","        당면","2020=100","0.2","원자료","100.197","96.376","101.426","100.54","99.082","100.311","100.702","102.017","96.128","98.234","99.93","99.654","91.29","98.06","99.58","99.99","101.92","102.42","101.68","102.75","98.58","99.41","102.31","102","102.06","93.82","103.19","103.94","103.55","103.38","103.79","103.94","96.43","104.79","104.31","104.87","114.26","113.98","115.36","114.93","116.07","116.98","116.41","117.38","112.5","116.3","116.12","117.16","117.4","118.26","131.35","132.36","135.68","136.8","134.27","137.17","134.64","135.8","137.04","138.24","137.49","130.28","136.47","135.14","136.42","137.2","137.34","137.93","124.02","135.39","136.77","138.8"
"4.2.1. 소비자물가지수","        두부","2020=100","1.2","원자료","95.819","96.779","97.603","97.972","98.224","97.506","97.157","98.36","98.272","98.786","98.117","99.281","99.5","99.41","100.11","100.25","100.28","99.73","100.43","100.13","99.64","100.2","100.11","100.21","104.97","106.25","105.87","106.19","106.35","106.47","105.54","105.6","105.91","106.81","106.43","106.84","106.86","107.46","111.47","112.39","112.59","112.68","111.87","111.49","110.81","111.78","113.01","115.46","118.3","119.57","118.39","118.29","118.17","116.65","117.03","117.38","117.99","119.09","118.26","117.68","118.51","118.36","118.71","118.32","118.09","118.67","117.97","118.6","117.73","117.84","115.68","117.86"
"4.2.1. 소비자물가지수","        시리얼","2020=100","0.4","원자료","100.243","104.682","100.243","101.358","101.38","96.166","102.293","94.605","100.891","96.93","100.116","97.015","97.52","99.57","100.6","99.34","103.15","97.59","100.12","100.47","100.29","100.45","100.19","100.71","98.55","98.39","102.91","102.39","102.29","101.51","103.84","100.32","98.43","98.85","97.98","95.51","100.84","113.79","121.41","116.06","121.21","122.05","111.39","116.03","113.85","122.65","126.27","126.1","124.32","121.33","126","126.55","122.35","125.4","117.65","121.53","123.06","126.26","112.78","120.31","119.28","116.67","120.32","116.85","122.2","125.73","119.71","116.63","110.9","126.17","122.46","126.17"
"4.2.1. 소비자물가지수","        부침가루","2020=100","0.6","원자료","95.381","95.622","99.851","100.083","98.23","98.875","95.119","100.405","93.941","100.315","101.302","101.614","87.46","97.95","103","104.23","102.21","102.36","94.78","101.73","98.02","103.37","102.28","102.62","100.64","87.37","101.22","102.35","105.74","106.43","105.04","107.98","97.71","111.27","113.65","115.94","114.25","114.26","117.3","123.98","126.69","129.83","138.27","143.73","138.82","145.59","146.03","147.32","140.41","144.27","139.55","145.89","147.45","148.62","142.96","145.28","140.7","144.06","146.65","146.4","143.5","139.06","144.07","144.45","144.9","143.61","141.31","143.1","128.51","142.56","143.39","145.07"
"4.2.1. 소비자물가지수","        케이크","2020=100","1.6","원자료","97.703","98.229","98.295","98.312","98.304","98.304","98.329","98.362","98.37","98.404","98.404","98.404","99.14","99.8","99.96","100.07","100.09","100.11","100.12","100.13","100.13","100.13","100.15","100.15","100.77","100.88","101.94","101.96","101.96","101.98","101.98","102","102.5","103.78","104.04","104.62","105.21","106.95","109.4","109.57","111.52","112.63","112.69","112.74","113.77","113.81","113.88","113.9","116.11","120.14","120.84","122.21","122.21","122.23","123.23","123.29","123.3","123.35","123.36","123.39","124.47","124.5","124.53","124.51","124.51","124.5","124.54","124.57","124.57","126.2","126.44","126.52"
"4.2.1. 소비자물가지수","        빵","2020=100","6.8","원자료","94.833","94.974","96.785","98.721","98.862","98.887","98.92","98.912","98.912","98.92","98.978","99.028","99.15","99.82","99.94","100.08","100.11","100.07","100.13","100.14","100.12","100.14","100.15","100.15","100.19","100.37","106.29","106.37","106.41","106.41","106.4","106.42","106.44","106.57","106.67","107.54","108.05","109.34","115.67","115.92","115.96","116.03","119.66","122.29","122.42","122.84","123.53","123.56","123.59","128.53","128.73","129.57","129.88","129.97","129.99","129.99","130.01","130.01","130.04","130.05","130.1","130.1","130.12","130.18","130.19","130.19","130.21","130.1","130.13","130.13","130.26","134.32"
"4.2.1. 소비자물가지수","        떡","2020=100","1.9","원자료","96.439","97.27","97.602","97.891","97.681","97.917","98.381","98.451","98.6","99.474","99.518","99.676","99.46","99.9","100.22","99.96","99.78","99.83","99.95","100.03","100.04","100.09","100.26","100.47","101.64","102.02","103.45","104.35","104.82","104.97","105.61","106.06","106.64","107.19","107.24","107.41","107.72","108.44","108.48","109.66","110.32","110.63","110.81","111.14","111.85","112.56","112.74","113.49","113.9","115.4","115.88","116.09","116.6","116.74","116.66","117.1","117.47","117.5","117.85","118.58","118.41","118.91","119.9","120.38","120.44","121.08","121.43","121.45","121.63","121.74","121.85","121.93"
"4.2.1. 소비자물가지수","        파스타면","2020=100","0.1","원자료","93.858","94.178","94.45","93.557","92.266","94.489","93.858","93.955","93.508","92.683","92.877","93.304","94.26","97.58","95.67","94.93","100.94","103.25","103.36","104.81","102.32","101.78","101.01","100.1","101.5","99.83","99.66","103.97","106.3","107.49","107.85","109.02","108.1","108.04","105.37","105.87","112.95","113.1","113.76","112.96","114.51","114.75","114.65","113.62","113.19","113.2","113.63","115.88","117.29","118.22","133.29","137.96","137.13","133.61","137.2","135.38","131.47","132.86","135.39","134.03","134","134.16","133.33","133.28","134.42","134.99","133.41","132.6","132.61","132.99","134.52","133.4"
"4.2.1. 소비자물가지수","      육류","2020=100","28.6","원자료","91.597","91.836","91.101","93.651","94.12","93.828","93.482","93.474","96.254","96.563","92.553","93.801","92.71","92.12","95.99","96.61","101.2","104.15","102.59","103.05","103.04","103.73","101.74","103.05","103.1","102.54","101.56","103.6","106.65","108.14","109.33","110.79","113.13","113.78","113.46","114.51","113.72","113.49","111.57","112.81","120.45","120.71","118.81","118.05","119.32","117.98","116.36","116.81","116.3","113.48","112.16","113.53","116.28","117.57","116.23","116.01","118.52","118.65","115.98","116.22","115.42","113.86","113.5","113.32","113.44","116.53","118.09","116.4","118.88","119.87","117.85","118.74"
"4.2.1. 소비자물가지수","        국산쇠고기","2020=100","8.6","원자료","91.195","91.845","91.35","91.474","91.52","91.164","91.636","92.286","93.432","94.237","94.005","94.214","95.84","96.62","96.18","96.7","97.61","101.06","100.68","100.96","102.99","103.84","103.52","104.01","105.12","107.12","107.1","106.83","106.9","107.93","108.34","108.34","110.61","113.11","112.98","112.46","113.11","113.17","111.26","110.49","109.89","108.48","108.84","109.12","111.23","110.92","109.96","108.65","108.72","104.7","103.17","102","101.71","102.48","101.25","102.07","105.17","107.81","106.32","107.04","107.46","105.13","103.5","100.95","99.4","100.2","99.52","99.33","102.74","105.02","104.45","105.92"
"4.2.1. 소비자물가지수","        수입쇠고기","2020=100","3.1","원자료","96.731","97.881","97.052","96.775","97.141","98.103","97.114","97.907","99.842","100.154","100.154","100.894","100.59","99.96","99.29","98.76","98.04","100.77","100.42","101.35","101.2","100.76","99.3","99.55","101.13","102.16","100.12","100.11","102.36","103.51","105.85","107.97","111.13","118.25","123.31","121.64","125.56","129.04","127.3","128.6","131.04","131.47","131.86","129.21","125.12","126.2","124.25","125.68","122.6","124.19","120.29","121.89","122.37","122.86","124.35","120.79","124.92","126.68","128.12","128.38","129.63","130.22","130.96","128.69","128.22","129.81","132.33","130.62","132.42","131.46","131.87","133.96"
"4.2.1. 소비자물가지수","        돼지고기","2020=100","9.8","원자료","84.205","83.777","83.512","91.341","92.938","92.838","92.537","92.016","97.437","96.971","86.204","89.954","84.68","82.11","90.99","92.84","105.15","109.27","106.94","107.9","105.79","107.65","101.93","104.73","102.23","98.42","96.63","102.73","110.7","113.95","115.2","118","121.65","118.57","115.04","120.17","114.04","111.53","107.26","109.73","132.09","133.78","126.13","122.29","125.75","122.19","118.18","118.14","116.29","110.88","109.24","113.5","122.38","125.1","121.79","121.51","124.6","122.44","116.03","116.14","113.61","110.79","110.67","113.8","115.96","124.49","128.92","124.9","128.26","128.19","123.59","123.68"
"4.2.1. 소비자물가지수","        닭고기","2020=100","1.5","원자료","112.978","113.258","107.873","107.22","104.782","102.25","99.107","100.518","100.725","103.153","100.061","99.076","99.18","101.08","102.26","99.55","100.09","100.2","99.9","99.42","101.42","98.49","98.47","99.94","106.2","108.67","107.93","106.88","105.51","102.94","106.6","110.02","107.84","110.47","111.73","107.24","113.75","113.91","119.35","124.58","122.41","123.62","126.81","127.49","121.95","120.27","123.23","133.12","134.82","132.8","135.11","139.93","140.66","140.55","139.77","141.01","137.94","136.53","133.29","132.31","129.7","130.47","131.82","130.89","129.7","127.79","129.78","129.73","130.02","129.26","124.72","125.33"
"4.2.1. 소비자물가지수","        소시지","2020=100","2","원자료","95.603","95.918","95.849","96.39","95.338","94.639","94.502","96.912","92.298","95.633","94.433","95.357","95.09","95.24","100.54","100.69","101.37","101.53","100.07","101.25","101.78","100.28","100.6","101.57","101.34","101.05","99.52","99.49","101.46","100.88","102.34","100.05","102.46","103.2","103.36","104.11","104.15","104.07","103.16","103.54","104.08","104.78","105.83","111.96","113.25","113.26","113.75","114.69","114.98","117.11","117.25","117.38","116.53","115.96","115.62","115.08","116.56","115.18","117.24","114.64","114.62","115.38","114.69","115.69","112.23","113.22","112.9","115.85","113.44","115.26","114.72","116.17"
"4.2.1. 소비자물가지수","        햄및베이컨","2020=100","2.7","원자료","98.112","98.143","97.2","95.883","96.267","95.458","94.546","91.478","96.578","95.407","95.386","93.561","96.59","96.87","101.3","101.44","101.81","103.19","99.45","98.6","98.7","99.41","101.26","101.41","102.34","102.01","102.13","102.5","102.1","102.85","105.58","106.23","106.57","107.39","109.24","106.41","107.87","110.6","110.42","111.94","112.94","112.61","114.02","116.15","116.69","115.71","115.8","117.64","119.68","119.16","118.31","116.53","114.39","115.2","115.44","115.01","116.72","116.44","114.34","115.98","114.72","114.87","115.91","113.61","115.91","115.82","114.69","111.66","114.41","116.74","116.12","116.71"
"4.2.1. 소비자물가지수","        기타육류가공품","2020=100","0.9","원자료","","","","","","","","","","","","","96.25","96.76","101.23","101.29","101.65","103.08","99.5","98.68","98.74","99.64","101.59","101.6","102.24","101.83","102.14","102.46","101.86","102.68","96.97","101.23","100.28","97.85","101.08","103.14","103.88","103.27","106.39","108.98","112.85","113.38","116.73","116.41","116.02","116.22","116.84","117.04","119.55","122.15","123.65","126.73","128.77","130.86","132.26","131.63","130.33","131.59","131.88","132.8","134.2","132.66","132.91","133.23","134.17","130.12","132.75","131.59","131.39","133.33","132.4","132.09"
"4.2.1. 소비자물가지수","      어류 및 수산","2020=100","13","원자료","93.143","93.152","93.043","93.861","94.386","94.678","94.879","93.319","94.295","95.271","95.88","97.607","99.14","100.12","99.67","100.35","100.49","100.25","99.46","98.61","99.1","100.22","101.16","101.42","101.86","101.99","101.97","101.76","101.87","101.53","100.37","100.29","100.43","100.6","101.97","102.78","103.07","103.19","103.45","104.67","105.22","105.29","104.11","104.02","105.66","107.18","108.81","110.65","111.34","112.09","111.92","112.44","113","112.81","111.91","111.36","110.86","111.85","112.35","113.28","113.94","113.98","113.45","112.28","112.18","111.89","111.32","111.61","111.61","112.43","113.16","114.86"
"4.2.1. 소비자물가지수","        갈치","2020=100","1.1","원자료","90.824","93.161","93.021","94.013","94.966","97.423","96.761","91.857","92.77","92.579","91.727","92.158","100.51","104.49","102.65","105.65","104.05","100.94","99.13","95.47","96.04","97.22","97.07","96.76","100.69","103.36","105.27","106.65","107.48","103.95","100.28","99.18","101.1","96.45","95.44","95.65","97.08","99.31","100.07","101.58","101.96","101.88","101.27","97.65","98.23","100.82","101.7","101.79","99.56","104.14","103.42","105.42","106.23","104.39","105.89","104.02","98.36","99.07","98.34","98.09","100.19","102.27","104.28","104.36","105.4","107.29","105.63","105.79","104.38","103.12","101.12","103.12"
"4.2.1. 소비자물가지수","        명태","2020=100","0.7","원자료","88.037","86.983","88.967","87.929","87.912","84.866","85.953","88.112","90.768","95.849","97.368","100.365","100.34","100.38","100.44","99.56","99.6","100.12","100.34","100.13","100.54","100.66","99.7","98.18","98.39","98.08","98.3","97.74","97.45","96.35","95.89","95.54","95.85","94.84","95.1","95.19","95.77","95.55","98.17","101.93","104.79","104.88","105.13","105.71","106.98","105.9","105.9","105.94","107.44","105.62","105.04","106.38","107.96","108.37","109.11","108.86","109.05","109.52","109.42","110.16","108.3","107.74","106.77","105.68","106.6","107.61","107.19","108.22","108.6","108.22","108.52","108.85"
"4.2.1. 소비자물가지수","        조기","2020=100","0.9","원자료","100.512","100.176","99.976","100.05","99.378","99.84","100.438","100.838","100.481","100.459","99.693","99.861","99.49","100.48","100.55","100.6","100.47","100.74","101.09","100.58","98.81","99.12","99.08","98.99","98.39","97.68","99.29","99.64","99.27","99.15","99.12","99.55","99.18","100.93","99.07","98.7","99.2","99.78","98.62","100.45","99.98","101.48","100.48","99.62","101.59","101.99","101.49","103.43","101.1","103.16","104.29","103.44","104.79","104.59","103.31","105.37","104.1","106.23","105.63","105.06","107.54","107.67","107.13","108.27","108.04","107.53","107.05","108.23","106.33","108.56","108.11","108.59"
"4.2.1. 소비자물가지수","        고등어","2020=100","2","원자료","84.738","85.998","85.66","87.907","89.553","91.659","93.859","85.989","88.311","88.716","89.177","92.458","95.32","98.67","99.42","102.86","103.45","104.46","101.5","98.24","98.23","99.12","99.02","99.7","102.23","103.03","104.76","105.14","106.5","108.91","106.56","104.81","104.75","103.55","104.09","105.26","104.44","105.49","106.7","108.85","111.11","111.57","109.44","107.08","108.1","110.06","112.84","115","118.34","120.38","122.52","124.27","124.07","123.14","119.8","117.79","116.24","116.25","116.82","117.85","118.69","118.4","117.75","114.44","116.25","113.46","112.95","114.12","114.89","115.84","117.75","121.26"
"4.2.1. 소비자물가지수","        오징어","2020=100","1","원자료","90.307","88.964","89.189","88.175","89.913","89.452","87.78","85.403","88.569","88.644","91.256","97.077","102.31","101.8","99.33","99.03","98.31","94.83","91.93","91.79","100.17","104.21","106.71","109.56","107.8","109.2","106.87","104.38","102.33","97.8","92.28","91.68","95.37","94.79","97.68","101.22","102.89","101.94","102.84","102.87","102.35","100","94.99","93.49","100.25","106.09","112.03","115.52","118.66","117.27","112.79","111.35","115.75","114.46","108.31","106.12","112.71","123.63","123.25","125.11","132.89","134.14","132.85","127.95","125.74","123.89","122.94","120.48","121.7","122.29","122.32","123.57"
"4.2.1. 소비자물가지수","        게","2020=100","0.9","원자료","95.045","95.252","94.003","94.265","94.589","95.707","97.06","97.626","95.618","95.901","95.714","97.191","98.05","97.61","98.44","99.97","101.61","102.35","101.17","102.59","97.88","98.92","100.9","100.51","100.88","100.56","100.35","99.75","100.06","100.86","99.61","100.13","99.57","98.24","96.75","96.06","96.14","95.82","96.12","96.53","96.85","95.14","94.02","95.32","96.05","95.2","93.59","95.24","96.53","97.42","97.79","97.89","98.52","100.79","101.47","101.47","97.77","96.12","96.14","96.26","95.97","98.67","97.47","92.53","92.17","92.73","91.34","90.51","90.4","91.41","93.66","95.7"
"4.2.1. 소비자물가지수","        굴","2020=100","0.4","원자료","101.531","95.526","87.542","87.894","88.395","88.755","88.984","87.05","88.14","96.731","103.633","105.989","100.58","97.44","92.94","93.65","93.66","93.4","92.48","91.49","91.95","95.27","122.33","134.8","119.43","106.7","100.05","99.75","99.85","99.5","98.13","97.95","98.46","104.63","138.51","142.63","133.57","119.07","109.09","110.53","111.08","111.01","110.01","109.4","111.41","125.57","142.43","149.78","136.75","126.17","116.79","117.02","117.72","117.49","116.42","115.71","115.04","117.72","139.54","150.28","132.56","119.78","105.24","104.04","104.3","104.41","103.9","104.14","104.4","113.85","129.88","143.2"
"4.2.1. 소비자물가지수","        조개","2020=100","0.6","원자료","92.081","92.309","92.187","94.161","93.671","93.892","93.361","93.851","94.194","95.287","95.964","96.29","97.62","99.43","97.85","96.17","97.53","97.34","97.25","97.33","100.36","104.9","106.86","107.35","109.72","111.47","108.93","107.04","108.21","108","108.17","109.08","109.33","112.31","114.89","115.59","117.22","115.22","113.45","114.9","114.01","113.83","115.28","115.76","117.01","118.85","119.93","119.76","119.7","119.91","118.15","116.51","116","116.41","116.23","115.83","117.49","118.52","118.27","119.63","120.07","119.98","120.34","119.2","116.78","116.22","113.73","113.73","116.65","118.92","118.57","120.02"
"4.2.1. 소비자물가지수","        전복","2020=100","0.5","원자료","104.481","104.126","103.949","101.376","101.566","100.59","95.977","94.735","99.31","99.64","100.692","102.238","102.64","104.07","102.65","99.93","100.02","100.11","98.54","98.39","98.2","99.61","98.81","97.02","97.3","95.96","93.88","95.61","94.87","94.18","90.65","91.86","91.23","94.95","95.13","96.81","98.27","102.7","102.32","101.85","98.52","98.02","97.11","98.2","101.7","101.72","103.47","106.1","106.19","105.95","104.3","99.87","97.37","95.73","94.34","92.04","92.63","95.19","95.47","99.3","101.01","100.39","97.69","96.51","96.24","95.13","93.2","92.88","94.73","94.21","92.61","94.27"
"4.2.1. 소비자물가지수","        새우","2020=100","0.7","원자료","","","","","","","","","","","","","99.38","101","100.29","99.74","98.81","99.66","101.58","101.15","100.66","100.16","99.29","98.28","98.81","99.61","99.09","97.61","96.66","96.52","98.55","101.06","101.64","101.43","101.68","102.06","102.95","102.5","101.24","102.33","102.77","102.62","102.39","105.09","107.75","107.61","108.64","109.18","110.12","110.96","109.97","109.88","110.11","110.69","111.08","111.23","109.83","108.84","109.08","110.56","113.1","111.72","111.04","111.67","109.99","111.69","111.87","112.27","112.49","112.82","113.12","115.86"
"4.2.1. 소비자물가지수","        마른멸치","2020=100","0.5","원자료","95.897","96.655","97.176","97.486","97.55","97.751","97.934","97.998","97.532","97.779","98.345","98.665","98.89","99.12","99.61","99.87","100.03","100.29","100.51","100.78","99.99","101.01","100.04","99.86","99.74","99.05","99.6","99.47","98.96","99.01","99.04","98.3","96.8","98.05","97.98","98.02","98.01","97.62","100.58","101.22","101.47","101.46","101.96","102.77","103.4","103.1","103.26","104.46","104.57","104.93","105.41","105.36","105.73","107.23","107.65","107.49","108.96","107.47","108.31","109.33","108.27","109.78","109.37","110.37","110.65","110.62","111.32","111.82","111.27","111.75","111.87","111.63"
